Access Type,City,County,Date Opened,Date Updated,Day Confirmation,Day Opening,Day Updated,Ev Connector Types,Ev Network,Ev Pricing,Facility Type,Geocode Status,Last Confirmed Date,Month Confirmation,Month Opening,Month Updated,Renewable Source On Site,Restricted Access,Station Name,Street Address,Year Confirmation,Year Opening,Year Updated,Zip (Final Processed Dataset - Final Processed Dataset.Csv),Dc Fast Count,F1,Latitude,Level1 Count,Level2 Count,Longitude,Number of Vehicles
public,Los Angeles,San Mateo,6/12/2020,2022-10-21 00:47:47+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,BROOKFIELD WEST WFC 333 P4 01,333 S Grand Ave,2022,2020,2022,90071,0,3984,34.053225,0,2,-118.252241,1225
public,Los Angeles,San Mateo,6/12/2020,2022-10-21 00:44:49+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,BROOKFIELD WEST WFC 333 P3 01,330 S Grand Ave,2022,2020,2022,90071,0,4377,34.053243,0,2,-118.252277,1225
public,Los Angeles,San Mateo,6/12/2020,2022-10-21 00:40:51+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,US BANK TOWER STATION 1,633 W 5th St,2022,2020,2022,90071,0,4945,34.050922,0,2,-118.254634,1225
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:54:37+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK29-15,220 Jefferson Dr,2022,2020,2022,94025,0,2276,37.481576,0,2,-122.169409,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:56:59+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MENLO PARK LAUREL 2,701 Laurel St,2022,2020,2022,94025,0,2587,37.453694,0,2,-122.176944,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:56:54+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK64-05,135 Commonwealth Dr,2022,2020,2022,94025,0,2617,37.481591,0,2,-122.175885,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:56:16+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SG MENLO PARK 01SGGARAGE2G,350 Sharon Rd,2022,2020,2022,94025,0,2663,37.425192,0,2,-122.198468,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:55:51+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK21.5-05,1 Facebook Way,2022,2020,2022,94025,0,2693,37.480794,0,2,-122.156889,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:54:57+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK58-04,1360 Willow Rd MPK 58,2022,2020,2022,94025,0,2865,37.476742,0,2,-122.15039,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:54:20+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK29-14,220 Jefferson Dr MPK 29,2022,2020,2022,94025,0,2982,37.481621,0,2,-122.169387,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:54:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK60-14 EAST,150 Independence Drive MPK 60,2022,2020,2022,94025,0,3008,37.482642,0,2,-122.17759,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:52:46+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK28-02,164 Jefferson Dr MPK 28,2022,2020,2022,94025,0,3163,37.480367,0,2,-122.171704,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:51:24+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MPCSD TERC,181 Encinal Ave,2022,2020,2022,94025,0,3368,37.463392,0,2,-122.186465,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:51:23+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MPCSD OAK KNOLL,1895 Oak Knoll Lane,2022,2020,2022,94025,0,3377,37.431149,0,2,-122.191537,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:51:23+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MPCSD UPPER CAMPUS,275 Elliott Dr,2022,2020,2022,94025,0,3386,37.459735,0,2,-122.149438,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:51:18+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK46-02,1005 Hamilton Ave MPK 46,2022,2020,2022,94025,0,3406,37.479252,0,2,-122.14781,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:48:11+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,EV CHARGER SHARON APT. EV,2225 Sharon Rd,2022,2020,2022,94025,0,3894,37.42772,0,2,-122.200106,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:46:30+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,EV CHARGER HOTEL LUCENT,727 El Camino Real,2022,2020,2022,94025,0,4143,37.451452,0,2,-122.179323,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:46:02+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK28-08,164 Jefferson Dr MPK 28,2022,2020,2022,94025,0,4206,37.479476,0,2,-122.171466,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:45:55+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,META MPK27-07 ADA,162 Jefferson Dr,2022,2020,2022,94025,0,4255,37.479744,0,2,-122.172426,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:42:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MENLO PARK PARKINGPLAZA2 2,1148 Crane St,2022,2020,2022,94025,0,4705,37.451777,0,2,-122.185903,66
public,Menlo Park,San Mateo,6/12/2020,2022-10-21 00:41:14+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,LPCH 4700 BOHANNON,4700 Bohannon Dr,2022,2020,2022,94025,0,4879,37.479543,0,2,-122.174954,66
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 01:04:33+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 555 SND 02,555 San Nicolas Dr,2022,2020,2022,92660,0,1764,33.615107,0,2,-117.869729,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:48:54+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 1071 CAMLBACK 1,1071 Camelback St,2022,2020,2022,92660,0,3761,33.640881,0,2,-117.866258,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:48:07+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,REDSTONE EV STATION 02,4041 MacArthur Blvd,2022,2020,2022,92660,0,3922,33.661394,0,2,-117.864339,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:47:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,1301 DOVE 1301 DOVE ST 01,1301 Dove St,2022,2020,2022,92660,0,4066,33.661811,0,2,-117.866723,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:45:46+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,JOHN HANCOCK 5000 BIRCH 1,5000 Birch St,2022,2020,2022,92660,0,4258,33.664502,0,2,-117.858908,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:44:24+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC MACARTHUR CT 07,4675 MacArthur Court,2022,2020,2022,92660,0,4448,33.670141,0,2,-117.86061,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:44:22+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 1400 NCD 02,1400 Newport Center Dr.,2022,2020,2022,92660,0,4456,33.609719,0,2,-117.880104,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:43:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 800 SCD 03,1 San Joaquin Plaza,2022,2020,2022,92660,0,4547,33.621299,0,2,-117.876702,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:43:06+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 800 SCD 02,800 San Clemente Dr,2022,2020,2022,92660,0,4554,33.621293,0,2,-117.876646,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:41:39+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 670 NCD LVL2 01,670 Newport Center Dr,2022,2020,2022,92660,0,4790,33.619899,0,2,-117.874543,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:41:15+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 545 SND B 02,545 San Nicolas Dr.,2022,2020,2022,92660,0,4868,33.61648,0,2,-117.870234,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:41:01+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 630 NCD LVL1 01,630 Newport Center Dr,2022,2020,2022,92660,0,4901,33.620066,0,2,-117.873329,1727
public,Newport Beach,San Mateo,6/12/2020,2022-10-21 00:40:57+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 610 NCD LVL1 02,610 Newport Center Dr.,2022,2020,2022,92660,0,4912,33.618244,0,2,-117.871503,1727
public,Pacific Grove,San Mateo,6/12/2020,2022-10-21 00:54:02+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,MBA 160 SPACE 6 HC,160 Central Ave,2022,2020,2022,93950,0,3025,36.618632,0,2,-121.905711,135
public,Redwood City,San Mateo,6/12/2020,2022-10-21 01:03:01+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SHC RWC 440 19 & 20,440 Broadway,2022,2020,2022,94063,0,1914,37.486248,0,2,-122.20276,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:53:29+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SRWC RWC L1 5,425 Broadway,2022,2020,2022,94063,0,2832,37.483877,0,2,-122.203884,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:51:56+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SHC RWC 460 5 & 6,460 Broadway,2022,2020,2022,94063,0,2991,37.486664,0,2,-122.202617,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:53:24+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SRWC RWC L3 3,2858 Bay Rd,2022,2020,2022,94063,0,3089,37.483651,0,2,-122.203754,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:52:35+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CITY OF REDWOOD DOWNTOWNCINEMA1,2107 Broadway,2022,2020,2022,94063,0,3187,37.4856,0,2,-122.22828,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:51:47+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CITY OF REDWOOD MARSHALLGARAGE1,2048 Broadway,2022,2020,2022,94063,0,3191,37.487019,0,2,-122.227335,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:52:34+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,601 MARSHALL STATION 2,601 Marshall St,2022,2020,2022,94063,0,3195,37.487639,0,2,-122.228961,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:52:23+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,601 MARSHALL STATION 5,601 Marshall,2022,2020,2022,94063,0,3224,37.487696,0,2,-122.228889,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:48:50+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CITY OF REDWOOD MAIN LIBRARY 1,1016-1022 Middlefield Rd,2022,2020,2022,94063,0,3776,37.484251,0,2,-122.227712,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:45:11+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CITY OF REDWOOD PUBLIC WORKS,1400 Broadway,2022,2020,2022,94063,0,4347,37.487591,0,2,-122.216139,954
public,Redwood City,San Mateo,6/12/2020,2022-10-21 00:42:25+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAN MATEO CNTY PS1 PUBLIC #1D,440 Middlefield Rd CC PS1,2022,2020,2022,94063,0,4630,37.489512,0,2,-122.22988,954
public,San Diego,San Mateo,6/12/2020,2022-10-21 01:00:44+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 600 W BROAD 02,600 West Broadway,2022,2020,2022,92101,0,2123,32.716407,0,2,-117.168569,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 01:00:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAVINA SPACES 289-290,1302 Kettner Blvd,2022,2020,2022,92101,0,2201,32.719381,0,2,-117.169677,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 01:00:07+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAVINA SPACES 359-361,1372 Kettner Blvd,2022,2020,2022,92101,0,2213,32.719598,0,2,-117.1696,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 00:59:11+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,LSE - HOTELS STATION 1,4077 N Harbor Dr,2022,2020,2022,92101,0,2348,32.729409,0,2,-117.210963,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 00:54:50+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SDIA T2PP 1,2707 N Harbor Dr,2022,2020,2022,92101,0,2911,32.729997,0,2,-117.202429,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 00:43:40+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CPEX KETTNER 1,715 W Cedar St,2022,2020,2022,92101,0,4493,32.721786,0,2,-117.16958,84
public,San Diego,San Mateo,6/12/2020,2022-10-21 00:41:53+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC SYMPHNY TWRS 01,750 B St,2022,2020,2022,92101,0,4742,32.718656,0,2,-117.157808,84
public,San Jose,San Mateo,6/12/2020,2022-10-21 01:03:43+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COUNTY BERGER DR8,1557 Berger Dr,2022,2020,2022,95112,0,1860,37.373995,0,2,-121.894977,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:52:10+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAN JOSE CITY HALL 1S,29-45 S 6th St,2022,2020,2022,95112,0,3261,37.337939,0,2,-121.884879,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:52:10+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAN JOSE EE GARAGE 4,50 N 4th Street,2022,2020,2022,95112,0,3265,37.338879,0,2,-121.887186,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:51:54+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAN JOSE 4TH SAN FER 5,44 S 4th St,2022,2020,2022,95112,0,3269,37.336526,0,2,-121.886103,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:51:55+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SAN JOSE CITY HALL 4W,88 S 4th St,2022,2020,2022,95112,0,3273,37.336362,0,2,-121.886072,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:51:36+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COUNTY BERGER DR 7,1555 Berger Dr,2022,2020,2022,95112,0,3328,37.374126,0,2,-121.896029,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:51:04+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COUNTY BERGER DR 1,1553 Berger Dr,2022,2020,2022,95112,0,3332,37.374086,0,2,-121.896007,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:46:30+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COUNTY DOWNTOWN VHC 2,79 N 17th St,2022,2020,2022,95112,0,4146,37.344378,0,2,-121.875194,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:40:49+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SJSU P10 CP3A1,65 S 10th St,2022,2020,2022,95112,0,4950,37.338949,0,2,-121.880815,1992
public,San Jose,San Mateo,6/12/2020,2022-10-21 00:40:49+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SJSU P4 CPA1,129 S 10th St,2022,2020,2022,95112,0,4954,37.338079,0,2,-121.879356,1992
public,Santa Monica,San Mateo,6/12/2020,2022-10-21 01:01:08+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,SANTA MONICA  EV ARC MEM PARK,1401 Olympic Blvd,2022,2020,2022,90404,0,2071,34.020738,0,2,-118.48104,506
public,Santa Monica,San Mateo,6/12/2020,2022-10-21 00:58:28+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COLORADO CENTER CC VALET 01,2401 Colorado Ave,2022,2020,2022,90404,0,2490,34.029393,0,2,-118.473544,506
public,Santa Monica,San Mateo,6/12/2020,2022-10-21 00:51:47+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,COLORADO CENTER P2 BROADWAY 02,2500 Broadway,2022,2020,2022,90404,0,3278,34.030555,0,2,-118.474015,506
public,Santa Monica,San Mateo,6/12/2020,2022-10-21 01:12:06+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,WATER GARDEN P1 STATION 02,1620 26th St,2022,2020,2022,90404,0,3337,34.029375,0,2,-118.471066,506
public,Walnut Creek,San Mateo,6/12/2020,2022-10-21 00:52:30+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,URBANWEST STATIONONE,2999 Oak Rd,2022,2020,2022,94597,0,3207,37.927957,0,2,-122.057799,581
public,Walnut Creek,San Mateo,6/12/2020,2022-10-21 00:52:28+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,URBANWEST 1350 TREAT BLVD,1350 Treat Blvd,2022,2020,2022,94597,0,3212,37.926103,0,2,-122.056199,581
public,Walnut Creek,San Mateo,6/12/2020,2022-10-21 00:49:59+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,JOHN MUIR HLTH 1400 JMH #1,1400 Treat Blvd,2022,2020,2022,94597,0,3595,37.925971,0,2,-122.053929,581
public,Walnut Creek,San Mateo,6/12/2020,2022-10-21 00:41:02+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,1255 TREAT BLVD NEW STATION 1,1277 Treat Blvd,2022,2020,2022,94597,0,4884,37.927018,0,2,-122.05927,581
public,Walnut Creek,San Mateo,6/12/2020,2022-10-21 00:40:50+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,JOHN MUIR HLTH JMHOUTPATIENT#1,1450 Treat Blvd,2022,2020,2022,94597,0,4948,37.926031,0,2,-122.053001,581
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 01:00:45+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC CBC 165 TECH 02,165 Technology Dr,2022,2020,2022,92618,0,2132,33.663857,0,2,-117.748165,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 01:00:30+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE CO APTS CENTERPOINTE 5,8808 Irvine Center Dr,2022,2020,2022,92618,0,2156,33.657107,0,2,-117.749526,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 01:00:26+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE CO APTS CENTERPOINTE 3,7725 Gateway,2022,2020,2022,92618,0,2168,33.656438,0,2,-117.750792,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:59:55+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC 30PACIFICA L1 3,30 Pacifica,2022,2020,2022,92618,0,2232,33.650241,0,2,-117.750527,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:59:16+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 01,15555 Laguna Canyon Rd,2022,2020,2022,92618,0,2320,33.668087,0,2,-117.761525,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:58:43+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,GREAT PARK ICE GPI 1,888 Ridge Valley,2022,2020,2022,92618,0,2415,33.676895,0,2,-117.74503,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:58:41+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC DP 505 TECH 04,505 Technology Drive,2022,2020,2022,92618,0,2431,33.673011,0,2,-117.757098,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:58:41+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC DP 505 TECH 05,93232 Walnut Trail,2022,2020,2022,92618,0,2441,33.672988,0,2,-117.757117,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:57:28+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC SPECTRUM CT 01,15615 Alton Pkwy,2022,2020,2022,92618,0,2556,33.655849,0,2,-117.7537,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:55:38+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC THE QUAD 520 05,520 Technology,2022,2020,2022,92618,0,2723,33.673323,0,2,-117.761517,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:55:38+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC THE QUAD 520 04,15244 Sand Canyon Ave,2022,2020,2022,92618,0,2733,33.673348,0,2,-117.761493,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:55:38+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC THE QUAD 510 05,510 Technology,2022,2020,2022,92618,0,2743,33.67318,0,2,-117.759733,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:55:15+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC THE QUAD 500 04,500 Technology,2022,2020,2022,92618,0,2763,33.674393,0,2,-117.758976,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:55:15+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,IRVINE  CO  OFC THE QUAD 530 03,530 Technology,2022,2020,2022,92618,0,2798,33.674669,0,2,-117.760646,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:52:42+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CU RINKER HSC 1,9401 Jeronimo Rd,2022,2020,2022,92618,0,3172,33.650564,0,2,-117.717681,5
public,Irvine,Santa Barbara,6/12/2020,2022-10-21 00:52:21+00:00,21,12,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,6,10,unknown,unknown,CU RINKER HSC 5,9501 Jeronimo Rd,2022,2020,2022,92618,0,3237,33.650176,0,2,-117.717029,5
